regCal1,regCal2,regCal3,errorPM_scene1,sampleSize
-0.00730892885427134,0.0897079332460494,0.0792110422025466,-0.00049820696309603,100
0.00377764688989163,0.0612640204855368,0.0402511118000438,-0.00049820696309603,100
0.0154820638311872,0.250281753740766,0.0758005045088941,-0.00049820696309603,100
-0.0122467795287909,0.0759391410602648,0.057895486314764,-0.00049820696309603,100
0.00576007358996499,0.132014185079976,0.129920757108602,-0.00049820696309603,100
-0.004338316328217,0.109263242414647,0.0834778248062774,-0.00049820696309603,100
0.0559299174061565,0.0911096892241195,0.0859563670357693,-0.00049820696309603,100
0.00526827388403521,0.103445153667302,0.0789336984255387,-0.00049820696309603,100
-0.00815804934419358,0.0932110933030489,0.0854405365809921,-0.00049820696309603,100
-0.00744358111734919,0.114171953920032,0.0796423782506973,-0.00049820696309603,100
0.111053785896851,0.0729865624201174,0.0654693433536474,-0.00049820696309603,100
0.00982445456571961,0.104455016597947,0.0937776073647744,-0.00049820696309603,100
0.0052391004584752,0.151733675274703,0.142769694777843,-0.00049820696309603,100
-0.0059584625085585,0.108545895400292,0.0512565649016049,-0.00049820696309603,100
0.00534715928675664,0.113080009318358,0.104658274215275,-0.00049820696309603,100
-0.093823052844284,0.122287667657343,0.103841224781504,-0.00049820696309603,100
-0.105742805756654,0.096773111280855,0.0963197520764949,-0.00049820696309603,100
0.00994148392705148,0.0755104363566076,0.0738053328012597,-0.00049820696309603,100
-0.00748019156728493,0.0730863376544619,0.0490349918380971,-0.00049820696309603,100
0.00423221064238886,0.0756055769184185,0.0740138120943298,-0.00049820696309603,100
0.0285993990319614,0.0915163414172202,0.0333942073240849,-0.00049820696309603,100
-0.00283136559750202,0.0746849180038889,0.0525506483041801,-0.00049820696309603,100
-0.0102597636572916,0.120747835113027,0.0995773836231172,-0.00049820696309603,100
-0.002287959280915,0.0880007788552331,0.0838917942645051,-0.00049820696309603,100
-0.00249361294681089,0.0938988057485764,0.0852239167919306,-0.00049820696309603,100
0.00507889596937498,0.0950385515640449,0.0418096238780215,-0.00049820696309603,100
0.00716486207595889,0.0570902434694626,0.0423529766940024,-0.00049820696309603,100
0.0136732491925935,0.0699765558777969,0.0613003823960155,-0.00049820696309603,100
0.00735435695431817,0.098631600796093,0.0969269627131687,-0.00049820696309603,100
0.0210995919275401,0.0975485397734569,0.0880451371850112,-0.00049820696309603,100
0.00370028268517314,0.0772091137339795,0.0637875446578937,-0.00049820696309603,100
-0.00602304962031917,0.0828604564374837,0.0653896395012467,-0.00049820696309603,100
-0.0057094725631821,0.115986575053091,0.0899794898789941,-0.00049820696309603,100
0.0182565893565205,0.117573563568808,0.0790170143552086,-0.00049820696309603,100
0.00423849063674793,0.0627906750688809,0.0624886018212803,-0.00049820696309603,100
0.00635959517133984,0.0940571598213359,0.070278893096741,-0.00049820696309603,100
-0.00983202578627388,0.100463667077219,0.0774564448100932,-0.00049820696309603,100
-0.00656241230864372,0.108122160882505,0.0623298271402309,-0.00049820696309603,100
-0.0042863855019675,0.128493010098368,0.101012893808282,-0.00049820696309603,100
-0.00594207140216426,0.14516833745524,0.0672787224451645,-0.00049820696309603,100
0.004251913971475,0.115542844020997,0.105259009885274,-0.00049820696309603,100
0.0121028282861776,0.100537748195218,0.0619965297910073,-0.00049820696309603,100
-0.00694104302440633,0.0728909330195076,0.0726988057687397,-0.00049820696309603,100
0.00634511797979167,0.0978083688324786,0.086653721228434,-0.00049820696309603,100
0.00250693404524304,0.0773898051077032,0.069368774456269,-0.00049820696309603,100
-0.0343625580081286,0.108261997707132,0.106283050285355,-0.00049820696309603,100
-0.00564320219362805,0.0939491812814946,0.0787255131147382,-0.00049820696309603,100
-0.0112567327508094,0.170565851941153,0.0959784688798491,-0.00049820696309603,100
-0.0121421389922643,0.0840298416727063,0.0701614447752769,-0.00049820696309603,100
-0.0068628769634962,0.0770717631921569,0.0548057730978408,-0.00049820696309603,100
-0.00383792092955106,0.10886797677022,0.076874932210194,-0.00049820696309603,100
0.0172014369117581,0.141982816034275,0.0929555523190957,-0.00049820696309603,100
-0.00330593840079623,0.0911124635526268,0.07270568571999,-0.00049820696309603,100
-0.00409034980556833,0.0746212405003437,0.0739664006769874,-0.00049820696309603,100
0.00728481727200997,0.0540082145852571,0.0444021116142905,-0.00049820696309603,100
-0.0276342035929716,0.16698776718206,0.105649460892733,-0.00049820696309603,100
-0.02684116584345,0.0952637578568438,0.0884078121759283,-0.00049820696309603,100
