regCal1,regCal2,regCal3,errorPM,sampleSize
0.143471852200803,0.142241540784768,0.139732729474733,0.0991107335002316,100
0.123549933669714,0.123565490785354,0.12627149916524,0.0991107335002316,100
0.130860778479876,0.130698980134151,0.129221427121136,0.0991107335002316,100
0.142594814999645,0.14345509702046,0.133984900810418,0.0991107335002316,100
0.14297268872802,0.14285023059338,0.13946442782703,0.0991107335002316,100
0.144662687886666,0.139215350751382,0.14149817212087,0.0991107335002316,100
0.14864489075773,0.146295555381537,0.146166892770316,0.0991107335002316,100
0.138265245782661,0.137508239675105,0.138866461831723,0.0991107335002316,100
0.127938080895819,0.127110841107223,0.118672586266783,0.0991107335002316,100
0.13596642069798,0.135694211581641,0.135697306267827,0.0991107335002316,100
0.130562571454745,0.130244313030861,0.131748861148495,0.0991107335002316,100
0.152123646597411,0.145586733971,0.142769420172871,0.0991107335002316,100
0.157366564359498,0.149207539272846,0.146333338410031,0.0991107335002316,100
0.129137799232291,0.128947887375504,0.121403610477558,0.0991107335002316,100
0.140522851867366,0.134934974253437,0.134163731478644,0.0991107335002316,100
0.140390077573422,0.135495658474472,0.137100277823709,0.0991107335002316,100
0.148314375867866,0.151754035090598,0.142861477519968,0.0991107335002316,100
0.142257217183919,0.141764599822603,0.136449533519606,0.0991107335002316,100
0.147929144689866,0.149979749915462,0.146200662364262,0.0991107335002316,100
0.123809803232096,0.124243192154253,0.122842101693092,0.0991107335002316,100
0.155661473950981,0.15546867157025,0.149828679081609,0.0991107335002316,100
0.13694406925402,0.138844644654558,0.138005868514448,0.0991107335002316,100
0.141434880631507,0.135309228781972,0.135687331990342,0.0991107335002316,100
0.137360793908629,0.136151621973993,0.134089545359149,0.0991107335002316,100
0.131565008849533,0.1323584428652,0.133086502806056,0.0991107335002316,100
0.118953565745621,0.119252253568043,0.120607044582472,0.0991107335002316,100
0.154002218054664,0.15386654442804,0.149752128962872,0.0991107335002316,100
0.138282462959617,0.13597549409615,0.136073115150217,0.0991107335002316,100
0.160775829075962,0.152191007631189,0.148397605834076,0.0991107335002316,100
0.139815989817314,0.136005541431986,0.136413447274077,0.0991107335002316,100
0.121490810779974,0.122951989179931,0.121474419902312,0.0991107335002316,100
0.135841367012176,0.136591470671484,0.135454876357404,0.0991107335002316,100
0.145030248325257,0.141644863700397,0.134372097980523,0.0991107335002316,100
0.140685308543904,0.137351508112196,0.136371219158005,0.0991107335002316,100
0.141210734300111,0.13711731286988,0.137295656852562,0.0991107335002316,100
0.148080310580042,0.146684543497149,0.132960543173333,0.0991107335002316,100
0.142764813676768,0.137112965683791,0.138159806631854,0.0991107335002316,100
0.137186720541539,0.138395836413463,0.136280500950398,0.0991107335002316,100
0.151528804418275,0.151194189342938,0.151167138962832,0.0991107335002316,100
0.139663612627094,0.138803485839238,0.140303376204776,0.0991107335002316,100
0.152736325535426,0.149884626382999,0.149730542018431,0.0991107335002316,100
0.138422068807189,0.137012453346691,0.137618244907012,0.0991107335002316,100
0.140395537142898,0.144278624107871,0.14133870503086,0.0991107335002316,100
0.11380879967813,0.110967005286571,0.118494561253366,0.0991107335002316,100
0.136144335501861,0.134116463653265,0.13187346550214,0.0991107335002316,100
0.149265265992529,0.142266876662445,0.144484369021228,0.0991107335002316,100
0.132425209549449,0.13199581086544,0.134668336612259,0.0991107335002316,100
0.159503431041005,0.147857515294795,0.142116268954893,0.0991107335002316,100
0.164316188329273,0.155908203397217,0.153397744735243,0.0991107335002316,100
0.128951718505775,0.130647231926188,0.129913542100421,0.0991107335002316,100
0.132311940434011,0.131501281972268,0.130481296735119,0.0991107335002316,100
0.152014854757792,0.152280004976228,0.146670987317368,0.0991107335002316,100
0.138428028691712,0.137937330674278,0.139263468373931,0.0991107335002316,100
0.133864501887985,0.134198343958169,0.134112206494883,0.0991107335002316,100
0.140056600400163,0.140577320469087,0.139207313432468,0.0991107335002316,100
0.13817565323164,0.137951931659243,0.137006494713049,0.0991107335002316,100
0.131730481093051,0.131861230698889,0.129778577535605,0.0991107335002316,100
0.143840675161481,0.141519403242709,0.141512552931416,0.0991107335002316,100
0.139550846613903,0.141127120737541,0.131021298360988,0.0991107335002316,100
0.134523289991724,0.134088369838404,0.131963285270767,0.0991107335002316,100
0.146163384192978,0.148130636039292,0.151498481065194,0.0991107335002316,100
0.138582756872062,0.132259689570315,0.131735072048312,0.0991107335002316,100
0.129060745665087,0.12926828195227,0.129706285038021,0.0991107335002316,100
0.155711123056008,0.15114377172434,0.150646719253613,0.0991107335002316,100
0.126698157008821,0.126904011754454,0.125031208683365,0.0991107335002316,100
0.137319520905601,0.139386918940149,0.137500206180923,0.0991107335002316,100
0.143568512614723,0.14195519452428,0.14510147495267,0.0991107335002316,100
0.138742314652944,0.131537506209143,0.128661523600885,0.0991107335002316,100
0.132843056028726,0.133617905998469,0.130613830646647,0.0991107335002316,100
0.165671508686778,0.155809463845811,0.152355101755118,0.0991107335002316,100
0.150468867635553,0.144807677349326,0.145381450608749,0.0991107335002316,100
0.149682759202634,0.145978690056986,0.140784746178848,0.0991107335002316,100
0.142272581087237,0.139707496265951,0.138163520156334,0.0991107335002316,100
0.141894306403083,0.140065585717046,0.141318098393555,0.0991107335002316,100
0.13990476635784,0.139700345249146,0.139121659138299,0.0991107335002316,100
0.142150100585574,0.138159589907028,0.137024168922008,0.0991107335002316,100
0.142746063974607,0.139422139112031,0.140736761481608,0.0991107335002316,100
0.143072501765247,0.140350225260483,0.143092752688678,0.0991107335002316,100
0.141552547368504,0.138698719135343,0.133801388019122,0.0991107335002316,100
0.135249766298937,0.135713282649665,0.135151274123929,0.0991107335002316,100
0.13813063142865,0.138780986810903,0.135436518485711,0.0991107335002316,100
0.14958367004924,0.151648100302959,0.148063244936731,0.0991107335002316,100
0.140577872608616,0.139316079954537,0.140284100896446,0.0991107335002316,100
0.145228216234825,0.145755898971638,0.138902932496045,0.0991107335002316,100
0.132991867432608,0.134367357644117,0.130201207287952,0.0991107335002316,100
0.132286508554082,0.13119788732992,0.12345795043367,0.0991107335002316,100
0.158071609175784,0.146664481021152,0.141326943853762,0.0991107335002316,100
0.137794651403915,0.138141563940898,0.138544701317316,0.0991107335002316,100
